"languages","charset","n_pages_languages","n_pages_charset","n_pages","loglikelihood","prob_cs_given_lang","prob_lang_given_cs"
"rus","IBM855","137498968","8840","183","-1.474453018498459","1.33091908006175E-6","0.020701357466063348"
"rus","ISO-8859-9","137498968","1190057","176","-11.31512839463393","1.2800096070539234E-6","1.478920757577158E-4"
"rus","IBM866","137498968","15935","164","-2.8510029898064935","1.1927362247547923E-6","0.010291810480075306"
"rus","windows-1250","137498968","4164581","139","-14.290317019470223","1.0109166782982692E-6","3.337670704447818E-5"
"rus","windows-1254","137498968","838443","114","-11.48347131918101","8.290971318417459E-7","1.359663089798591E-4"
"san","UTF-8","30206","2820276978","28661","-1.0575971554674288","0.9488512216116003","1.0162477027460244E-5"
"san","windows-1252","30206","15713096","1053","3.7963189794679644","0.03486062371714229","6.701416449056252E-5"
"san","ISO-8859-1","30206","103949213","364","-2.002112243146342","0.0120505859762961","3.5017100129464185E-6"
"sco","UTF-8","9191","2820276978","7731","0.9678813930446601","0.8411489500598411","2.7412201213947577E-6"
"sco","ISO-8859-1","9191","103949213","789","1.7694609806055615","0.08584484822108585","7.590245055534957E-6"
"sco","windows-1252","9191","15713096","447","4.433585601981606","0.048634533783048634","2.844760828801657E-5"
"sin","UTF-8","30132","2820276978","29932","-5.049919160806651","0.9933625381654055","1.0613141983389974E-5"
"sin","windows-1252","30132","15713096","113","-0.5992266314608408","0.003750165936545865","7.191453549319625E-6"
"slk","UTF-8","8515375","2820276978","7987931","-0.696053798854421","0.9380598035905642","0.002832321457187032"
"slk","windows-1250","8515375","4164581","480661","7.12386887007218","0.05644625163307547","0.115416412839611"
"slk","ISO-8859-2","8515375","5794535","36516","1.6494507475572262","0.004288243324574666","0.006301799885581846"
"slk","windows-1252","8515375","15713096","4416","-4.544720875341975","5.185913714898052E-4","2.810394590601368E-4"
"slk","ISO-8859-1","8515375","103949213","4309","-8.314222222959849","5.060258649795224E-4","4.14529352906212E-5"
"slk","US-ASCII","8515375","917488","1146","-1.5721265090522532","1.3458009776433802E-4","0.0012490626580402141"
"slk","windows-1251","8515375","31259368","230","-11.818587676438133","2.700996726509402E-5","7.3577943098529695E-6"
"slv","UTF-8","3399187","2820276978","3253688","-1.3952622402673915","0.9571959412647789","0.00115367675777269"
"slv","windows-1250","3399187","4164581","104441","6.152187535391025","0.030725288135074653","0.025078393240520476"
"slv","ISO-8859-2","3399187","5794535","34779","3.3739800792082457","0.01023156419461477","0.0060020346757764"
"slv","ISO-8859-1","3399187","103949213","4210","-6.528690028384061","0.001238531448843503","4.05005471277594E-5"
"slv","windows-1252","3399187","15713096","1190","-5.3331520751799335","3.5008371119329415E-4","7.573300640433941E-5"
"slv","ISO-8859-15","3399187","3548052","519","-4.02417798088821","1.5268356815909215E-4","1.4627745027412226E-4"
"slv","EUC-JP","3399187","7893108","142","-8.212231584259934","4.1774694949115774E-5","1.7990378441546728E-5"
"slv","EUC-KR","3399187","4504500","109","-7.621544196714932","3.206649119333535E-5","2.4198024198024197E-5"
"smo","UTF-8","3016","2820276978","2852","-0.9420267142194026","0.9456233421750663","1.0112481937935388E-6"
"smo","ISO-8859-1","3016","103949213","125","0.4080028591036057","0.04144562334217507","1.2025103066436877E-6"
"sna","UTF-8","1225","2820276978","1094","0.2962370755872535","0.893061224489796","3.8790516269639953E-7"
"snd","UTF-8","7737","2820276978","7724","-7.787563682699193","0.9983197621817241","2.7387380956736656E-6"
"som","UTF-8","13941","2820276978","10753","1.5232432729389425","0.7713219998565383","3.812746082700534E-6"
"som","ISO-8859-1","13941","103949213","3017","3.3104736774563186","0.21641202209310667","2.9023788761152045E-5"
"som","windows-1252","13941","15713096","136","1.3007092274577141","0.009755397747650814","8.655200731924505E-6"
"sot","UTF-8","5293","2820276978","5004","-0.93428646377276","0.9453995843566976","1.774293815477864E-6"
"sot","ISO-8859-1","5293","103949213","247","0.6343230128926673","0.04666540714150765","2.3761603659279266E-6"
"spa","UTF-8","89569899","2820276978","83162689","-0.41898481234407803","0.9284669283818217","0.029487419019026576"
"spa","ISO-8859-1","89569899","103949213","5314251","1.043077259405755","0.05933076914600518","0.051123532796732186"
"spa","windows-1252","89569899","15713096","679812","0.7733515946019964","0.007589737262068365","0.043264039117434275"
"spa","ISO-8859-15","89569899","3548052","260148","1.766074764531295","0.0029044132337360347","0.07332136056630512"
"spa","GB18030","89569899","3063488","90908","0.05237798937521674","0.0010149391817445277","0.02967467148557461"
"spa","EUC-JP","89569899","7893108","23794","-4.462630944027295","2.65647279562077E-4","0.0030145286242124142"
"spa","ISO-8859-5","89569899","58429","15785","3.8999397275090524","1.7623107959516623E-4","0.2701569426141128"
"spa","ISO-8859-2","89569899","5794535","9086","-5.767976499544235","1.014403287425835E-4","0.0015680291861210607"
"spa","windows-1251","89569899","31259368","4073","-10.724480123597079","4.547286583409009E-5","1.3029694010448323E-4"
"spa","Shift_JIS","89569899","11145787","3205","-9.154266365641433","3.578211023772618E-5","2.8755259722799297E-4"
"spa","windows-1250","89569899","4164581","1658","-8.508141283050417","1.8510682924851795E-5","3.981192825880923E-4"
"spa","Big5","89569899","1970663","1201","-7.658352155270028","1.3408522432296145E-5","6.094395642481744E-4"
"spa","US-ASCII","89569899","917488","1173","-6.178558560536545","1.30959174130586E-5","0.0012784908358474444"
"spa","ISO-8859-9","89569899","1190057","590","-8.071437080884644","6.5870343339339924E-6","4.957745721423428E-4"
"spa","UTF-16LE","89569899","29580","381","-1.582425326471723","4.253661154625171E-6","0.012880324543610547"
"spa","windows-1258","89569899","909","248","3.912581121898389","2.768787313246831E-6","0.27282728272827284"
"spa","ISO-8859-8","89569899","23827","226","-2.187528812974425","2.523169083845902E-6","0.009485037982121122"
"spa","windows-1256","89569899","2753473","163","-12.320043832056427","1.819807790561425E-6","5.919796562377768E-5"
"spa","EUC-KR","89569899","4504500","113","-14.036030082067278","1.261584541922951E-6","2.5086025086025085E-5"
"sqi","UTF-8","635417","2820276978","612352","-1.712222511565013","0.9637010026486543","2.1712477348031595E-4"
"sqi","ISO-8859-1","635417","103949213","21351","0.004682377219252227","0.033601556143445954","2.05398380457195E-4"
"sqi","windows-1252","635417","15713096","1492","-1.5326176353901506","0.0023480643419990337","9.495264332376001E-5"
"sqi","ISO-8859-15","635417","3548052","168","-2.9278449936815085","2.643933039248242E-4","4.734992610029391E-5"
"srp","UTF-8","4663550","2820276978","4526832","-2.1234646246415725","0.9706837066183487","0.0016051019227232793"
"srp","windows-1250","4663550","4164581","80895","5.048548426700474","0.017346227659186673","0.01942452313930261"
"srp","ISO-8859-1","4663550","103949213","21841","-3.8749682346721013","0.004683342089180989","2.1011222085923824E-4"
"srp","ISO-8859-2","4663550","5794535","18211","1.466815155507831","0.0039049651016929165","0.003142788851909601"
"srp","windows-1252","4663550","15713096","6843","-2.4692278291803547","0.0014673371144299943","4.354966074158778E-4"
"srp","windows-1251","4663550","31259368","5686","-4.204224485720349","0.0012192428514758071","1.8189747150358255E-4"
"srp","EUC-KR","4663550","4504500","2549","-1.9511046274040598","5.465793226190348E-4","5.658785658785659E-4"
"srp","EUC-JP","4663550","7893108","254","-7.680937800408613","5.446494623194776E-5","3.217997270530189E-5"
"srp","ISO-8859-5","4663550","58429","129","0.7665299851864878","2.766133096031993E-5","0.002207807766691198"
"ssw","UTF-8","483","2820276978","395","1.1858133441459155","0.8178053830227743","1.400571656901991E-7"
"sun","UTF-8","11733","2820276978","11539","-3.244509919877625","0.9834654393590727","4.091442113668879E-6"
"sun","ISO-8859-1","11733","103949213","137","-2.0644378009402558","0.011676468081479588","1.3179512960814817E-6"
"swa","UTF-8","70500","2820276978","70176","-5.780987674219972","0.9954042553191489","2.4882662429051676E-5"
"swa","ISO-8859-1","70500","103949213","201","-4.866389014093079","0.002851063829787234","1.93363657308305E-6"
"swe","UTF-8","13519786","2820276978","12422999","-0.19849186630298984","0.9188754171108922","0.004404886150157412"
"swe","ISO-8859-1","13519786","103949213","973650","1.4384747309167536","0.07201667245324742","0.009366593280509011"
"swe","windows-1252","13519786","15713096","106313","0.8685453544529629","0.007863512040797096","0.00676588496627272"
"swe","ISO-8859-15","13519786","3548052","13644","-0.24969264404781263","0.0010091875714600808","0.0038454904268595837"
"swe","EUC-KR","13519786","4504500","1335","-5.366244311639134","9.87441665126948E-5","2.9637029637029637E-4"
"swe","EUC-JP","13519786","7893108","573","-8.176932107267397","4.2382327649269006E-5","7.259497779581883E-5"
"swe","ISO-8859-4","13519786","42836","407","1.547684516302437","3.0104026794506953E-5","0.009501354001307312"
"swe","ISO-8859-2","13519786","5794535","332","-8.65156850226074","2.45566017095241E-5","5.729536537444333E-5"
"swe","US-ASCII","13519786","917488","132","-6.813451260853806","9.763468149569823E-6","1.438710915020142E-4"
"swe","windows-1251","13519786","31259368","109","-14.233360831635203","8.062257790175081E-6","3.486954694669451E-6"
"syr","UTF-8","6110","2820276978","6108","-11.056285895672167","0.9996726677577742","2.165744729204395E-6"
"tam","UTF-8","273844","2820276978","273287","-7.4059788891544365","0.9979659952381648","9.690076617715808E-5"
"tam","ISO-8859-1","273844","103949213","280","-6.913522006600983","0.0010224799520895107","2.6936230868818604E-6"
"tam","windows-1252","273844","15713096","262","-3.3255174707017248","9.567490980266136E-4","1.667398964532515E-5"
"tat","UTF-8","64122","2820276978","62475","-2.3822444603711213","0.9743145878169739","2.2152079560747314E-5"
"tat","windows-1251","64122","31259368","1448","1.5877059108870706","0.022581953151804373","4.632211374203087E-5"
"tel","UTF-8","62292","2820276978","62250","-9.611715288465648","0.9993257561163552","2.2072300162569352E-5"
"tgk","UTF-8","79055","2820276978","78124","-3.9134976160120503","0.9882233887799633","2.770082534780029E-5"
"tgk","windows-1251","79055","31259368","926","0.2970238867348748","0.011713364113591803","2.9623119699668913E-5"
"tgl","UTF-8","32288","2820276978","31904","-3.894093870364385","0.9881070366699702","1.1312364086531929E-5"
"tgl","ISO-8859-1","32288","103949213","250","-2.87810318317617","0.007742814667988107","2.4050206132873754E-6"
"tgl","windows-1252","32288","15713096","115","-0.7019743849250945","0.0035616947472745294","7.318735913024397E-6"
"tha","UTF-8","2589401","2820276978","2195267","0.897182494397001","0.8477895080754198","7.783870226663957E-4"
"tha","x-windows-874","2589401","519799","225368","11.187995297023726","0.08703480071259724","0.4335675905494239"
"tha","TIS-620","2589401","478490","137474","10.897319659555109","0.053091043063627455","0.2873079897176535"
"tha","GB2312","2589401","34551093","28236","-0.04250935744612004","0.010904452419690886","8.172245086428959E-4"
"tha","ISO-8859-1","2589401","103949213","1395","-8.192658565468353","5.38734633994503E-4","1.3420015022143553E-5"
"tha","x-iso-8859-11","2589401","1609","959","11.329355141806634","3.7035592401485904E-4","0.5960223741454319"
"tha","windows-1252","2589401","15713096","468","-6.655503114185941","1.8073678043686552E-4","2.9784073106916677E-5"
"tir","UTF-8","521","2820276978","507","-2.2944282039852317","0.9731285988483686","1.7976957722767327E-7"
"ton","UTF-8","751","2820276978","644","0.7888673478613195","0.8575233022636485","2.2834636634047652E-7"
"tsn","UTF-8","7799","2820276978","7665","-3.169045261279336","0.9828183100397487","2.717818164595889E-6"
"tso","UTF-8","511","2820276978","446","0.5973690467696515","0.87279843444227","1.5814049594387037E-7"
"tuk","UTF-8","20611","2820276978","20135","-2.5896113158421024","0.9769055358788996","7.1393696991700225E-6"
"tuk","ISO-8859-1","20611","103949213","362","-1.2598976012518006","0.017563436999660377","3.4824698480401193E-6"
"tur","UTF-8","18838317","2820276978","17411245","-0.322856503037597","0.9242463113875831","0.006173593989462407"
"tur","ISO-8859-9","18838317","1190057","774389","7.173633351581716","0.04110712225513564","0.6507158900792147"
"tur","windows-1254","18838317","838443","581821","7.058941954533951","0.030884977676084335","0.6939302969909702"
"tur","ISO-8859-15","18838317","3548052","24675","0.26840890268254525","0.0013098303845295734","0.006954520395980668"
"tur","windows-1252","18838317","15713096","15116","-3.6669919736029915","8.024071364761512E-4","9.620001048806677E-4"
"tur","ISO-8859-1","18838317","103949213","14292","-7.498510086403509","7.58666498711111E-4","1.3749021842041266E-4"
"tur","Big5","18838317","1970663","10013","-0.3550401999566165","5.315230654628012E-4","0.005081031104760174"
"tur","EUC-JP","18838317","7893108","5765","-4.22146092337493","3.0602521446050624E-4","7.303840261656118E-4"
"tur","windows-1251","18838317","31259368","338","-12.630063660860536","1.7942154811387876E-5","1.0812758594479582E-5"
"tur","ISO-8859-8","18838317","23827","194","0.5816342242478786","1.0298159862157537E-5","0.00814202375456415"
"tur","ISO-8859-3","18838317","8076","135","2.00294469932966","7.166245264903441E-6","0.016716196136701337"
"uig","UTF-8","24035","2820276978","24024","-10.38620878553508","0.9995423340961098","8.51831227478821E-6"
"ukr","UTF-8","5475687","2820276978","4922219","0.19621011775089492","0.8989226374699649","0.0017452963089783446"
"ukr","windows-1251","5475687","31259368","550402","4.376256223872364","0.10051743278971205","0.01760758566839867"
"ukr","KOI8-U","5475687","5243","1908","9.75471026581396","3.484494274417073E-4","0.3639137898149914"
"ukr","x-MacCyrillic","5475687","117786","722","2.4802377894022287","1.3185560095016388E-4","0.006129760752551237"
"ukr","ISO-8859-1","5475687","103949213","143","-14.243203104202195","2.6115444509519992E-5","1.3756717908003785E-6"
"ukr","windows-1252","5475687","15713096","112","-11.011004247854268","2.045405444102265E-5","7.127812367467239E-6"
"urd","UTF-8","181358","2820276978","180981","-7.362590003315071","0.9979212386550359","6.417135671842512E-5"
"urd","ISO-8859-15","181358","3548052","161","-0.5068832516995405","8.877468873719384E-4","4.537701251278166E-5"
"urd","windows-1252","181358","15713096","105","-4.3293978501970685","5.789653613295251E-4","6.682324094500536E-6"
"uzb","UTF-8","311112","2820276978","299487","-1.6566127697080268","0.9626340353313276","1.0619063387610293E-4"
"uzb","windows-1251","311112","31259368","10947","2.4483356505435294","0.035186685180899485","3.501990187389585E-4"
"uzb","x-MacCyrillic","311112","117786","293","6.4147339652352064","9.417830234770758E-4","0.0024875621890547263"
"uzb","ISO-8859-1","311112","103949213","178","-8.073796367458206","5.721412224536501E-4","1.712374676660611E-6"
"ven","UTF-8","537","2820276978","447","1.0541789703827273","0.8324022346368715","1.5849507104688355E-7"
"vie","UTF-8","17422329","2820276978","17387276","-7.417968543050954","0.9979880416676783","0.006165095178818284"
"vie","ISO-8859-1","17422329","103949213","12945","-7.541040382388429","7.430120278408243E-4","1.2453196735602028E-4"
"vie","GB2312","17422329","34551093","10603","-5.7828734151615135","6.08586831301372E-4","3.0687885908558664E-4"
"vie","windows-1252","17422329","15713096","7354","-4.950899427495534","4.2210200484676876E-4","4.680172513424471E-4"
"vie","ISO-8859-15","17422329","3548052","2976","-3.7921040058248243","1.708152796333946E-4","8.387701194909207E-4"
"vie","UTF-16LE","17422329","29580","455","1.994636414507777","2.6115911368680962E-5","0.015382014874915483"
"vie","ISO-2022-JP","17422329","23204","227","1.1008522747526144","1.3029256880638633E-5","0.009782796069643164"
"vie","GBK","17422329","15129860","182","-12.271881789222697","1.0446364547472385E-5","1.202919260323625E-5"
"vie","Big5","17422329","1970663","130","-8.8767897901155","7.461688962480275E-6","6.596764642153428E-5"
"vol","UTF-8","5226","2820276978","4831","-0.32878113982080565","0.9244163796402602","1.712952322656587E-6"
"vol","ISO-8859-1","5226","103949213","287","0.9426001523165043","0.054917719096823574","2.7609636640539067E-6"
"war","UTF-8","31825","2820276978","25484","1.3225789010655509","0.8007541241162608","9.035991925187427E-6"
"war","ISO-8859-1","31825","103949213","4282","2.558676185708127","0.13454831107619797","4.1193193064386164E-5"
"war","windows-1252","31825","15713096","1353","4.177298811465039","0.04251374705420267","8.610651904627833E-5"
"war","ISO-8859-9","31825","1190057","423","7.063065919465877","0.013291437549096622","3.5544515934951017E-4"
"war","windows-1254","31825","838443","101","4.919629208905051","0.003173605655930872","1.2046137900847166E-4"
"wol","UTF-8","1475","2820276978","1307","0.40668917399933346","0.8861016949152543","4.634296596382031E-7"
"xho","UTF-8","3087","2820276978","2639","0.8195110433841585","0.854875283446712","9.357236968517352E-7"
"xho","ISO-8859-1","3087","103949213","342","2.224276914862996","0.11078717201166181","3.2900681989771293E-6"
"yid","UTF-8","19376","2820276978","19310","-6.3776497156975","0.9965937241948802","6.846845239184163E-6"
"yor","UTF-8","6959","2820276978","6896","-4.434062460870612","0.9909469751401063","2.445149910378767E-6"
"zha","UTF-8","342","2820276978","228","1.9852797578300263","0.6666666666666666","8.0843123487001E-8"
"zho","UTF-8","160944946","2820276978","121070667","1.452537040584508","0.7522489522597373","0.04292864422339727"
"zho","GB2312","160944946","34551093","27900377","1.9599905974509857","0.17335354537942435","0.8075106914852158"
"zho","GBK","160944946","15129860","8539382","3.123475701669491","0.05305778287688512","0.5644058834648833"
"zho","GB18030","160944946","3063488","2156697","2.8630945832393495","0.013400215748309362","0.7040004726638394"
"zho","Big5","160944946","1970663","1088060","3.217415339288266","0.00676044838338695","0.5521289028108815"
"zho","ISO-8859-1","160944946","103949213","120174","-7.441280762083391","7.466776869153754E-4","0.0011560837887247882"
"zho","UTF-16","160944946","92256","37824","3.1846217158709753","2.3501203945851148E-4","0.4099895941727367"
"zho","windows-1252","160944946","15713096","22226","-7.091976958980429","1.3809691172284464E-4","0.0014144889078511326"
"zho","US-ASCII","160944946","917488","2568","-5.738613699001387","1.5955766638363407E-5","0.0027989466892210033"
"zho","EUC-JP","160944946","7893108","2073","-10.461741862227539","1.2880180779333078E-5","2.6263418668539694E-4"
"zho","UTF-16LE","160944946","29580","1655","0.14173850337071164","1.0283019387263021E-5","0.055949966193373904"
"zho","KOI8-R","160944946","305377","991","-5.444014972125454","6.157385022826377E-6","0.0032451690860804843"
"zho","x-windows-950","160944946","869","770","1.4371267463036133","4.784244669602735E-6","0.8860759493670886"
"zho","Big5-HKSCS","160944946","23041","382","-2.2091594516473543","2.3734824205042137E-6","0.016579141530315526"
"zho","UTF-16BE","160944946","4458","295","0.4555974361944926","1.832924905886762E-6","0.06617317182593091"
"zho","IBM855","160944946","8840","257","-1.1114494866281017","1.5968193247894842E-6","0.02907239819004525"
"zho","windows-1251","160944946","31259368","179","-18.0982668693988","1.112181553063493E-6","5.726283397668181E-6"
"zho","EUC-KR","160944946","4504500","135","-14.80445189859047","8.38796143371908E-7","2.997002997002997E-5"
"zul","UTF-8","3032","2820276978","2968","-2.765421177603801","0.978891820580475","1.0523789057430657E-6"
