url,warc_file,warc_record_offset,warc_record_length,warc_content_length,http_content_length,payload_length,http_orig_content_length,http_orig_content_encoding,http_orig_transfer_encoding,truncated_reason,http_content_type,identified_payload_type
http://pescheri-mira.ru/karstovie-peshcheri/58-peshchera-orlov-proval.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,307231974,7815,35042,34460,34460,7468,gzip,"",disconnect,text/html; charset=utf-8,text/html
http://pilot-rc.ru/f/instruktsiya-giroskuter-smart-balance.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,309819067,1005570,1048879,1048576,1048576,1542669,"","",length,application/pdf,application/pdf
http://podcast.noisia.nl/download.php?filename=2018-09-26_noisia_radio_s04e39.mp3,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,312817985,1016451,1049001,1048576,1048576,86724356,"","",length,audio/mpeg,audio/mpeg
http://pro-enteceast.de/mediapool/46/467806/data/Fischabwasser_Info_D.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,319434676,959480,1048907,1048576,1048576,3939450,"","",length,application/pdf,application/pdf
http://pro-vega.ru/press/fire/obzor2018/20180701_obzor.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,320424767,1047145,1048896,1048576,1048576,1214999,"","",length,application/pdf,application/pdf
http://ru.ototrim.com.tr/urunler/sertifika/buyuk/9001tr.jpg,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,339263514,955203,1048893,1048576,1048576,1110076,"","","",image/jpeg,image/jpeg
http://rus-trakh-poslecau-q867.adyghe-language.info/sitemap/sitemap.xml?t=1,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,340960653,42423,1048889,-1,1048576,-1,gzip,chunked,"",text/xml,application/xml
http://ruscombroker.ru/kernel/files/docs/raschet%20ss%2029.02.2016.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,341037605,871275,1048963,1048576,1048576,2454530,"","",length,application/pdf,application/pdf
http://sail-seychelles.com/stock/bateaux/Sailfishing_Nautitech_44_Horus_F_E.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,343771989,1016219,1048895,1048576,1048576,1121471,"","",length,application/pdf,application/pdf
http://sancarloscity.gov.ph/sccweb/tribute/Tribute%2012.1web.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,346836156,918410,1048939,1048576,1048576,1847638,"","",length,application/pdf,application/pdf
http://sansorha.ir/tag/%D8%AF%D8%A7%D9%86%D9%84%D9%88%D8%AF-%D8%AF%D9%88%D8%A8%D9%84%D9%87-%D9%81%D8%A7%D8%B1%D8%B3%DB%8C-resident-evil-vendetta-2017/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,347972501,82896,1049005,-1,1048576,-1,gzip,chunked,"",text/html; charset=UTF-8,text/html
http://simtube.com/users/MOFO63,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,358490591,3223,9336,-1,8829,-1,gzip,chunked,disconnect,text/html,text/html
http://smotret-devushki-chuhzz-n280.adyghe-language.info/sitemap/sitemap.xml?t=20,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,361324032,37145,1048889,-1,1048576,-1,gzip,chunked,"",text/xml,application/xml
http://socialchance.net/game/rating/viewweek/iuUser_page/1766,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,361916804,82246,1049346,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
http://specdep.ru/download/38892/21/f688c6998aa2013c04ae0f7486d243d7/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,364613217,976054,1049589,1048576,1048576,8565533,"","",length,application/pdf,application/pdf
http://sporttur74.ru/safe_tur_school/532/?backurl=%2Fsafe_tur_school%2F532%2F&forgot_password=yes&backurl=%2Fsafe_tur_school%2F532%2F,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,366660288,6563,28484,27847,27847,5899,gzip,"",disconnect,text/html; charset=UTF-8,application/xhtml+xml
http://spravy.vyveska.sk/?&tag=Aletea&tag=Boh&tag=Konferencia+biskupov&tag=akolyt%C3%A1t,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,366745053,57602,1049166,-1,1048576,-1,gzip,chunked,"",text/html;charset=UTF-8,application/xhtml+xml
http://spravy.vyveska.sk/?&tag=Aletea&tag=biskupsk%C3%A9+konferencie&tag=Mons.+Bez%C3%A1k&tag=sestra+Hermana&tag=Holland&tag=J%C3%A1n+Pavol+XXIII.,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,366803672,52576,1049166,-1,1048576,-1,gzip,chunked,"",text/html;charset=UTF-8,application/xhtml+xml
http://spravy.vyveska.sk/?&tag=zlyhania&tag=Fanti%C5%A1ek&tag=sv.+Terezka+z+Lisieux,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,366857266,58820,1049166,-1,1048576,-1,gzip,chunked,"",text/html;charset=UTF-8,application/xhtml+xml
http://spvh.hr/wp-content/uploads/2017/11/Na-peronu-65.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,367700536,1013473,1048962,1048576,1048576,5266239,"","",length,application/pdf,application/pdf
http://stanprop10.org/pdf/2013_bos_presentation.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,369759925,989898,1048945,1048576,1048576,7889032,"","",length,application/pdf,application/pdf
http://streaming2.mediawen.com/vp8/53593773.webm,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,374743082,1046886,1048833,1048576,1048576,209373111,"","",length,video/webm,video/webm
http://sudeducation37.fr/spip.php?rubrique140,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,376791459,154971,1050136,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,application/xhtml+xml
http://super-zhjostkijjktm-v274.adyghe-language.info/sitemap/sitemap.xml?t=8,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,377604882,39933,1048889,-1,1048576,-1,gzip,chunked,"",text/xml,application/xml
http://t-pulsa.com/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,380379912,9020,34113,-1,33628,-1,gzip,chunked,disconnect,text/html; charset=UTF-8,text/html
http://terdenge-onderzoek.nl/wp-content/uploads/2014/03/Rapportage-definitief-10-12-2013.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,384488235,965485,1048863,1048576,1048576,1183394,"","",length,application/pdf,application/pdf
http://terrasemfronteiras.com/Regional_29_04_2005.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,385546455,1048604,1048863,1048576,1048576,8542028,"","",length,application/pdf,application/pdf
http://texasforesttrail.com/events/art-storytelling,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,387051463,410997,1049332,-1,1048576,-1,"",chunked,length,text/html; charset=utf-8,text/html
http://texasrainmgmt.com/images/PDFs/CCR-2016/WaterAssociationofNorthLakeCCR2016.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,387483386,950347,1048885,1048576,1048576,1920613,"","",length,application/pdf,application/pdf
http://thegreen.ir/%D8%AF%D8%A7%D9%86%D9%84%D9%88%D8%AF-%D9%86%D8%B4%D8%B1%DB%8C%D9%87-%D8%B7%D8%B1%D8%A7%D8%AD%DB%8C-%D8%AF%D8%A7%D8%AE%D9%84%DB%8C-(%D8%B1%D8%A7%DB%8C%DA%AF%D8%A7%D9%86).html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,390142012,745508,1049140,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
http://themeatbarn.com.au/wp-content/uploads/Premier-speedway-2016-17.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,391399668,1049178,1048863,1048576,1048576,1954630,"","",length,application/pdf,application/pdf
http://thrussingtonvillage.org/wp-content/uploads/2017/07/Thrussington_NP_Regulation14_Draft_040717.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,394908906,982611,1048887,1048576,1048576,9506489,"","",length,application/pdf,application/pdf
http://tmchistory.org/tmc_drawings/notebook_db/nb_dwg_id.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,397695290,983824,1048889,1048576,1048576,9266303,"","",length,application/pdf,application/pdf
http://torrent.islamhouse.com/index.php?page=torrent-details&id=b7f6aebd39683c4f3ef4b2cdad0a0df309e16dce,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,401084791,27630,366467,-1,365884,-1,gzip,chunked,disconnect,text/html,application/xhtml+xml
http://truongphatgroup.vn/lap-dat-lo-quay-vit-hai-chuc-nang-than-gas-850-nhu-the-nao/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,404531676,124076,1049178,-1,1048576,-1,"",chunked,"",text/html; charset=UTF-8,text/html
http://uccchaplaincy.com/%E5%B1%B1%E5%BD%A2%E7%9C%8C/%E9%AB%98%E7%95%A0%E7%94%BA/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,407828946,105017,1048832,-1,1048576,-1,gzip,chunked,"",text/html; charset=UTF-8,application/xhtml+xml
http://uscolomiers.athle.fr/asp.net/espaces.html/html.aspx?id=34481,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,411818232,785526,1048906,1048576,1048576,4075356,"","",length,text/html; charset=utf-8,text/html
http://v.pptv.com/show/EicyxLleoQ4HkYso.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,414003944,189962,1049137,-1,1048576,-1,gzip,chunked,"",text/html; charset=UTF-8,text/html
http://videosbosteros.com/sitemap-103.xml,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,417400482,83088,1049048,-1,1048576,-1,gzip,chunked,"",text/xml;charset=utf-8,application/xml
http://vorped.com/4-ncaam/2015-2016/team/1127/southeast-missouri-st-redhawks/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,420308145,17309,1048835,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
http://walterdorn.net/pdf/Responsibility-to-Protect_ICISS-Report_Dec2001.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,421469259,1040974,1048893,1048576,1048576,3965486,"","",length,application/pdf,application/pdf
http://weaverpetroleum.com/downloads/products/Accessories/Taco%20Hydronic%20Controls.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,423870881,792931,1048917,1048576,1048576,1363482,"","",length,application/pdf,application/pdf
http://whosarat.websitetoolbox.com/post/feds-informants-finger-u-s-government-as-drug-trafficker-163286?trail=300,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,428465569,239940,1049588,-1,1048576,-1,gzip,chunked,"",text/html; charset=UTF-8,text/html
http://www-library.univer.kharkov.ua/pages/presentation/chorniy/09112017ch.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,432773689,1035982,1048897,1048576,1048576,2215011,"","",length,application/pdf,application/pdf
http://www.8lap.ru/section/porody-sobak/1722/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,436451709,16547,61197,-1,60337,-1,gzip,chunked,disconnect,text/html; charset=UTF-8,application/xhtml+xml
http://www.alhodamag.com/uploads/files/260web.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,440468675,967489,1048910,1048576,1048576,7072575,"","",length,application/pdf,application/pdf
http://www.bigbearfarmstead.com/?tag=8%E4%B8%8D%E4%B8%AD%E8%B5%94%E5%A4%9A%E5%B0%91,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,451930885,184595,1048918,1048576,1048576,196679,gzip,"","",text/html,application/xhtml+xml
http://www.catch-22sports.com/?tag=%E4%B8%AD%E7%A0%81%E5%A0%82,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,459097740,184045,1048917,1048576,1048576,195886,gzip,"","",text/html,application/xhtml+xml
http://www.catch-22sports.com/?tag=%E9%A6%99%E6%B8%AF%E8%B5%A2%E9%A9%AC%E5%BF%83%E5%BE%97,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,459282556,184072,1048917,1048576,1048576,195886,gzip,"","",text/html,application/xhtml+xml
http://www.city.hofu.yamaguchi.jp/uploaded/attachment/35664.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,464215074,1025679,1048985,1048576,1048576,8400599,"","",length,application/pdf,application/pdf
http://www.city.kr/fifa/19734629,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,465273849,15389,73848,-1,73233,-1,gzip,chunked,disconnect,text/html; charset=UTF-8,text/html
http://www.city.kr/free/19730414,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,465290092,13631,65457,-1,64842,-1,gzip,chunked,disconnect,text/html; charset=UTF-8,text/html
http://www.cpy.ac.th/calendar.php,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,470369877,8990,50919,50436,50436,12285,gzip,"",disconnect,text/html;charset=utf-8,application/xhtml+xml
http://www.crimetips.org/sitemenu.aspx?P=misc&D=1&ID=655&PageNum=2,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,470898339,718154,1048944,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
http://www.dogsbitedecatural.com/2018/10/grambling-la-7-year-old-boy-was.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,477948625,103499,1049041,1048576,1048576,188170,gzip,"","",text/html; charset=UTF-8,text/html
http://www.donleonardomariapompei.it/phocadownload/Vol%208/43.%20Volume%208.mp3,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,478468499,965513,1048861,1048576,1048576,1415393,"","",length,audio/mpeg,audio/mpeg
http://www.dynam-rc.com/download/2009_catalog.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,481028720,910470,1049063,1048576,1048576,8808719,"","",length,application/pdf,application/pdf
http://www.eztonedoorchime.com/rodann-txrx-500-pdf-files-2015/driveway-signal-beam-entry-system-2015-1-page.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,487721582,1024240,1048951,1048576,1048576,1953180,"","",length,application/pdf,application/pdf
http://www.forestparkreview.com/Real-Estate/Property-Transfers/?Page=6,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,492187603,9366,49908,-1,49281,-1,gzip,chunked,disconnect,text/html,text/html
http://www.g.com.cn/creator/77999/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,494405229,182809,1048814,-1,1048576,-1,gzip,chunked,"",text/html,text/html
http://www.gela.ru/catalog/vyshivanie/nabory_i_skhemy_dlya_vyshivaniya/nabory_dlya_vyshivaniya_krestom/nabory_dlya_vyshivaniya_krestom_derwentwater_designs/nabory_dlya_vyshivaniya_v_tekhnike_bekstich_i_schyetnyy_krest_derwentwater_designs/nabor_dlya_vyshivaniya_barn_owl.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,495827777,70122,1049475,-1,1048576,-1,gzip,chunked,"",text/html; charset=UTF-8,text/html
http://www.gela.ru/catalog/vyshivanie/nabory_i_skhemy_dlya_vyshivaniya/nabory_dlya_vyshivaniya_krestom/nabory_dlya_vyshivaniya_krestom_eva_rosenstand/nabor_dlya_vyshivaniya_yezhik_v_luzhe_lyen_26_ct.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,495898939,69916,1049475,-1,1048576,-1,gzip,chunked,"",text/html; charset=UTF-8,text/html
http://www.gela.ru/catalog/vyshivanie/nabory_i_skhemy_dlya_vyshivaniya/nabory_dlya_vyshivaniya_krestom/nabory_dlya_vyshivaniya_krestom_lanarte/nabory_dlya_vyshivaniya_lanarte_na_khlopke_27_ct/nabor_dlya_vyshivaniya_hydrangea_lanarte.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,495969880,70057,1049475,-1,1048576,-1,gzip,chunked,"",text/html; charset=UTF-8,text/html
http://www.gela.ru/catalog/vyshivanie/nabory_i_skhemy_dlya_vyshivaniya/nabory_dlya_vyshivaniya_krestom/nabory_dlya_vyshivaniya_krestom_permin/nabor_dlya_vyshivaniya_magazinchiki.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,496040943,69954,1049475,-1,1048576,-1,gzip,chunked,"",text/html; charset=UTF-8,text/html
http://www.grancilindrada.com/tag/gt-r/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,498604646,7297,32383,-1,31961,-1,gzip,chunked,disconnect,text/html; charset=UTF-8,text/html
http://www.happylive.co.kr/Yongin_si,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,500763890,7886,41755,-1,41066,-1,gzip,chunked,disconnect,text/html; charset=UTF-8,text/html
http://www.ilpr.it/?&startpage_COMM_BLOG=595,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,509116951,60817,1048984,-1,1048576,-1,"",chunked,length,text/html,text/html
http://www.ipss.go.jp/syoushika/bunken/data/pdf/shonai79.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,511998509,1000900,1048896,1048576,1048576,2052836,"","",length,application/pdf,application/pdf
http://www.jesusfreakhideout.com/downloads/indie/Tristin%20Roberts%20-%20Perfect%20Love.mp3,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,515929444,1032147,1048893,1048576,1048576,3468773,"","",length,audio/mpeg,audio/mpeg
http://www.kidde.eu/images/manualy/Kidde_KL2S.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,521743883,1003355,1048987,1048576,1048576,2365836,"","",length,application/pdf,application/pdf
http://www.kopenhaga.orpeg.pl/sites/www.kopenhaga.orpeg.pl/files/zalaczniki/Wspomaganie%20nauczania%20j%C4%99zyka%20polskiego%20i%20w%20jezyku%20polskim%20za%20granic%C4%85%20%281%29.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,523974979,910936,1048941,1048576,1048576,4850925,"","",length,application/pdf,application/pdf
http://www.localiser-ip.com/?ip=176.137.72.125,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,531370732,98475,1048863,-1,1048576,-1,gzip,chunked,"",text/html,text/html
http://www.localiser-ip.com/?ip=37.173.82.135,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,531469963,98444,1048863,-1,1048576,-1,gzip,chunked,"",text/html,text/html
http://www.localiser-ip.com/?ip=54.190.69.231,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,531569165,90374,1048863,-1,1048576,-1,gzip,chunked,"",text/html,text/html
http://www.localiser-ip.com/?ip=54.36.146.23,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,531895931,90507,1048863,-1,1048576,-1,gzip,chunked,"",text/html,text/html
http://www.localiser-ip.com/?ip=54.72.14.142,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,531987188,89996,1048863,-1,1048576,-1,gzip,chunked,"",text/html,text/html
http://www.localiser-ip.com/?ip=54.78.6.165,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,532077935,90154,1048863,-1,1048576,-1,gzip,chunked,"",text/html,text/html
http://www.mairipora.sp.gov.br/wp-content/uploads/2018/09/ed-486.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,534340155,1009500,1048902,1048576,1048576,2588667,"","",length,application/pdf,application/pdf
http://www.mojdehbook.com/154712/%D8%B1%D8%A7%D9%87%D9%86%D9%85%D8%A7%DB%8C-%D8%AF%D8%B1%D9%88%D8%B3-%D8%AF%D9%87%D9%85-%D8%A7%D9%86%D8%B3%D8%A7%D9%86%DB%8C-%D8%AC%DB%8C%DA%A9-%D9%88-%D9%BE%DB%8C%DA%A9-%D9%85%D9%88%D9%84%D9%81%D8%A7%D9%86-%DA%98%D8%B1%D9%81-%D8%A7%D9%86%D8%AF%DB%8C%D8%B4%D8%A7%D9%86-.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,542332855,104462,1049010,1048576,1048576,1974934,"","",length,text/html; charset=utf-8,application/xhtml+xml
http://www.murciaconfidencial.com/2018/01/ciudadanos-solicitara-que-los.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,544295909,43362,1049040,1048576,1048576,67834,gzip,"","",text/html; charset=UTF-8,text/html
http://www.nagoya-bunri.ac.jp/department/life/food/blog/DSC01006.JPG,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,546344671,1013034,1048903,1048576,1048576,1123793,"","",length,image/jpeg,image/jpeg
http://www.nr8.oxlight.com/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,552287364,129752,1048818,1048576,1048576,263066,gzip,"","",text/html; charset=GB2312,application/xhtml+xml
http://www.phatphoto.com/phatgallery/categories.php?cat_id=646&sessionid=5cbgiggral37hpk8euh60hrp42,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,558898771,12622,65398,-1,64862,-1,gzip,chunked,disconnect,text/html,text/html
http://www.rent-housing.ru/adler-olimpiyskiy-park/mini-gostinitsy/alina/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,568645616,22848,92191,-1,91481,-1,gzip,chunked,disconnect,text/html; charset=UTF-8,text/html
http://www.rfegolf.es/ArtculosDocumento/REGLAS/RandA_Guia_para_la_Organizacion_de_una_Competicion-version_2012.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,569363071,1027573,1049109,1048576,1048576,4432576,"","",length,application/pdf,application/pdf
http://www.saints.nsw.edu.au/assets/pdf/17vimmagazine/VIM_Issue_4_2017_low_res.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,573620633,709688,1048878,1048576,1048576,3417748,"","",length,application/pdf,application/pdf
http://www.sandiegohealth.org/disease/drug/publicationid_898_2242.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,574791035,519439,1048885,1048576,1048576,1064073,"","",length,application/pdf,application/pdf
http://www.shopgids.nl/s/rijen/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,579176547,63303,1049002,-1,1048576,-1,gzip,chunked,"",text/html; charset=UTF-8,text/html
http://www.spain.nsk-dental.com/pdf/en_userguide/oral-hygiene/Varios370_OM-E0506E-004_OPERATION%20MANUAL_EN_DE_FR_ES_IT.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,583181174,1039422,1049056,1048576,1048576,7782785,"","",length,application/pdf,application/pdf
http://www.strauss-electroacoustics.com/download/archithese_6-2008.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,585939645,1023191,1048905,1048576,1048576,1977519,"","",length,application/pdf,application/pdf
http://www.synthfont.com/SynthFont2Setup.exe,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,589943423,1014093,1048936,1048576,1048576,11930633,"","",length,application/x-msdos-program,application/x-dosexec
http://www.szahaqcc.com/col.jsp?id=106,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,591047919,20776,138134,-1,137476,-1,gzip,chunked,disconnect,text/html; charset=UTF-8,application/xhtml+xml
http://www.tamhum.or.kr/index.php?mid=report_18&document_srl=225003&act=dispBoardModifyComment&comment_srl=225043,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,591578669,6329,21230,-1,20617,-1,gzip,chunked,disconnect,text/html; charset=UTF-8,text/html
http://www.vazcomwebdesign.com/?tag=%E7%BA%A2%E5%A7%90%E5%BF%83%E6%B0%B4%E8%AE%BA%E7%BA%AD,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,604407470,184903,1048918,1048576,1048576,195790,gzip,"","",text/html,text/html
http://www.vishdo.com/case/6.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,606229307,5772,19605,19126,19126,8505,gzip,"",disconnect,text/html; charset=utf-8,text/html
http://www.xiaoxiaoyanshuojia.cn/h-nd-100.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,612288604,16129,62177,-1,61491,-1,gzip,chunked,disconnect,text/html; charset=UTF-8,application/xhtml+xml
http://xn--3-ctb0bla7b.xn--p1ai/DswMedia/biblioteka.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,617888036,816961,1048982,1048576,1048576,3127612,"","",length,application/pdf,application/pdf
http://yaesu.com/downloadFile.cfm?FileID=13386&FileCatID=42&FileName=FT-25_Memory_Programmer_EXP.zip&FileContentType=application%2Fx-zip-compressed,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,620436149,1049759,1049068,-1,1048576,-1,"",chunked,length,application/x-zip-compressed;charset=UTF-8,application/zip
http://zamatheg.tk/page/book_399,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,624940601,102125,1049005,-1,1048576,-1,gzip,chunked,"",text/html,text/html
http://zousanblog.blogspot.com/2013/01/blog-post_19.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,627554876,128144,1049041,1048576,1048576,135405,gzip,"","",text/html; charset=UTF-8,text/html
https://ar.pinterest.com/mmontelar/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,638275374,197848,1050667,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://ar.tripadvisor.com/HotelsNear-g186447-d2547923-Gwydir_Forest-Betws_y_Coed_Snowdonia_National_Park_North_Wales_Wales.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,639005620,172083,1051232,1048576,1048576,284520,gzip,"","",text/html;charset=UTF-8,text/html
https://arxip.com/project/1019676/interior_design-3d_visualization-kvartira-kazahstan-gkaraganda-ul-gogolya-46-3-kvartira-dom-gostinaya-80-100-m2-sovremennyiy-modernizm-interer-1019676/photo/188336/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,641479765,87101,1049562,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://arxip.com/project/1020009/interior_design-3d_visualization-dom-v-stile-loft-moskovskaya-oblast-2014g-proekt-kvartira-dom-studiya-100-200-m2-loft-interer-1020009/photo/232206/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,641567894,92093,1049562,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://ascindustries.com/portals/0/pdf/GatorLaid%20SlingsWire%20Rope.PDF,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,642013516,1019089,1048977,1048576,1048576,1248386,"","",length,application/pdf,application/pdf
https://carinbondar.com/wp-content/uploads/2018/04/header.png,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,659411660,1046980,1048933,1048576,1048576,5348820,"","","",image/png,image/png
https://catalog.onliner.by/cat/building,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,660990893,56251,1049646,-1,1048576,-1,gzip,chunked,"",text/html; charset=UTF-8,text/html
https://cdn.preterhuman.net/texts/science_and_technology/artificial_intelligence/Computational%20Intelligence%20An%20Introduction%20-%20Andries%20P.%20Engelbrecht.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,661497180,992707,1049262,1048576,1048576,17786559,"","",length,application/pdf,application/pdf
https://cn.tradingview.com/chart/BTCUSD/edoU8kYS-BTC-observations/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,666282829,283409,1049216,1048576,1048576,324268,gzip,"","",text/html; charset=utf-8,text/html
https://cn.tripadvisor.com/Attraction_Review-g294257-d5453816-Reviews-Cowrie_Island-Puerto_Princesa_Palawan_Island_Palawan_Province_Mimaropa.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,666567195,217316,1052941,1048576,1048576,230102,gzip,"","",text/html;charset=UTF-8,text/html
https://collection.sciencemuseum.org.uk/documents/aa110105511,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,668205612,64537,1048845,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://curioblogsite.files.wordpress.com/2018/01/entrevista-aynhoa.m4a,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,673211266,1047646,1048920,1048576,1048576,6139226,"","",length,audio/mpeg,audio/mp4
https://dirtbagdreams.com/wp-content/uploads/2016/12/photo-3-1.jpg,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,680668812,1046266,1048993,1048576,1048576,2349666,"","",length,image/jpeg,image/jpeg
https://discovery.hgdata.com/product/solaris-8,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,681770458,236025,1048859,-1,1048576,-1,gzip,chunked,"","",text/html
